gpsfilename;frame;lat;lon;frame_del;min;max;thickness
_217_ 13.04.2016 3_49_14.gps;10762;52.554445;106.9007817;10762;3.02;9.94;62
_217_ 13.04.2016 3_49_14.gps;10780;52.55451667;106.9006483;10780;2.97;9.58;59
_217_ 13.04.2016 3_49_14.gps;10798;52.55458833;106.9005133;10798;2.83;9.8;62
_217_ 13.04.2016 3_49_14.gps;10837;52.55466333;106.900375;10837;3;10.05;63
_217_ 13.04.2016 3_49_14.gps;10854;52.55474;106.9002367;10854;2.86;9.8;62
_217_ 13.04.2016 3_49_14.gps;10872;52.55481833;106.9001017;10872;3.11;9.94;61
_217_ 13.04.2016 3_49_14.gps;10889;52.554895;106.899965;10889;2.94;9.69;60
_217_ 13.04.2016 3_49_14.gps;10908;52.55497167;106.89983;10908;3.02;9.83;61
_217_ 13.04.2016 3_49_14.gps;10947;52.55505;106.8996917;10947;2.75;9.66;62
_217_ 13.04.2016 3_49_14.gps;10964;52.55513167;106.8995567;10964;2.8;9.8;63
_217_ 13.04.2016 3_49_14.gps;10982;52.55521333;106.8994217;10982;3.13;10.11;62
_217_ 13.04.2016 3_49_14.gps;10999;52.55529833;106.8992933;10999;3.08;10.25;64
_217_ 13.04.2016 3_49_14.gps;11017;52.55538167;106.899165;11017;3.08;10.27;64
_217_ 13.04.2016 3_49_14.gps;11055;52.55546667;106.899035;11055;3.08;9.63;58
_217_ 13.04.2016 3_49_14.gps;11072;52.55555;106.8989117;11072;3.02;9.83;61
_217_ 13.04.2016 3_49_14.gps;11090;52.555635;106.8987917;11090;3.22;9.63;57
_217_ 13.04.2016 3_49_14.gps;11108;52.55572;106.8986683;11108;3.08;9.83;60
_217_ 13.04.2016 3_49_14.gps;11125;52.555805;106.898545;11125;2.83;9.66;61
_217_ 13.04.2016 3_49_14.gps;11163;52.55589167;106.8984267;11163;3.08;9.97;62
_217_ 13.04.2016 3_49_14.gps;11181;52.55597833;106.89831;11181;3.13;9.69;59
_217_ 13.04.2016 3_49_14.gps;11198;52.55606667;106.89819;11198;3.27;10.11;61
_217_ 13.04.2016 3_49_14.gps;11216;52.55615667;106.8980717;11216;3.19;10.16;62
_217_ 13.04.2016 3_49_14.gps;11233;52.55625167;106.8979583;11233;2.91;9.63;60
_217_ 13.04.2016 3_49_14.gps;11271;52.55634333;106.897845;11271;2.97;9.97;63
_217_ 13.04.2016 3_49_14.gps;11289;52.556435;106.8977333;11289;3.16;9.75;59
_217_ 13.04.2016 3_49_14.gps;11307;52.55652667;106.8976233;11307;2.88;9.97;63
_217_ 13.04.2016 3_49_14.gps;11324;52.55662167;106.897515;11324;3.05;9.83;61
_217_ 13.04.2016 3_49_14.gps;11342;52.55671333;106.8974;11342;3.19;9.77;59
_217_ 13.04.2016 3_49_14.gps;11381;52.55680667;106.8972867;11381;3.05;10;62
_217_ 13.04.2016 3_49_14.gps;11398;52.5569;106.8971733;11398;3.27;10.11;61
_217_ 13.04.2016 3_49_14.gps;11416;52.556995;106.8970667;11416;3;9.83;61
_217_ 13.04.2016 3_49_14.gps;11434;52.55709;106.89696;11434;3.11;10.08;62
_217_ 13.04.2016 3_49_14.gps;11451;52.55718167;106.8968517;11451;3.13;10.08;62
_217_ 13.04.2016 3_49_14.gps;11490;52.55727333;106.89674;11490;3.25;10.44;64
_217_ 13.04.2016 3_49_14.gps;11508;52.557365;106.89663;11508;3.11;10.02;62
_217_ 13.04.2016 3_49_14.gps;11525;52.55745667;106.89652;11525;3.16;9.91;60
_217_ 13.04.2016 3_49_14.gps;11543;52.55755;106.896405;11543;3.02;9.88;61
_217_ 13.04.2016 3_49_14.gps;11561;52.55764333;106.8962917;11561;3.11;9.75;59
_217_ 13.04.2016 3_49_14.gps;11599;52.55773833;106.896175;11599;3.16;10.16;63
_217_ 13.04.2016 3_49_14.gps;11617;52.557835;106.89606;11617;3;10.27;65
_217_ 13.04.2016 3_49_14.gps;11635;52.55793167;106.895945;11635;3.08;10.58;67
_217_ 13.04.2016 3_49_14.gps;11653;52.55802667;106.89583;11653;3.05;10.41;66
_217_ 13.04.2016 3_49_14.gps;11674;52.55812333;106.8957117;11674;3;10.3;65
_217_ 13.04.2016 3_49_14.gps;11713;52.55822;106.8955983;11713;3;10.13;64
_217_ 13.04.2016 3_49_14.gps;11731;52.558315;106.8954833;11731;3.05;10.22;64
_217_ 13.04.2016 3_49_14.gps;11748;52.55841;106.89537;11748;3.05;10.27;64
_217_ 13.04.2016 3_49_14.gps;11766;52.55850167;106.89525;11766;2.94;10.41;67
_217_ 13.04.2016 3_49_14.gps;11784;52.558595;106.895135;11784;3.08;10.13;63
_217_ 13.04.2016 3_49_14.gps;11823;52.558685;106.8950183;11823;3.05;10.38;65
_217_ 13.04.2016 3_49_14.gps;11841;52.55877667;106.8949017;11841;3.19;10.25;63
_217_ 13.04.2016 3_49_14.gps;11859;52.55886333;106.8947833;11859;3;10.27;65
_217_ 13.04.2016 3_49_14.gps;11877;52.55894833;106.8946567;11877;3.08;10.47;66
_217_ 13.04.2016 3_49_14.gps;11894;52.559035;106.89453;11894;2.97;10.58;68
_217_ 13.04.2016 3_49_14.gps;11934;52.55912333;106.8944067;11934;3.11;10.63;67
_217_ 13.04.2016 3_49_14.gps;11952;52.55920667;106.8942767;11952;2.88;10.52;68
_217_ 13.04.2016 3_49_14.gps;11969;52.55929;106.8941517;11969;2.88;10.86;71
_217_ 13.04.2016 3_49_14.gps;11987;52.55937167;106.8940233;11987;2.66;10.75;72
_217_ 13.04.2016 3_49_14.gps;12005;52.55945167;106.8938933;12005;2.3;10.86;77
_217_ 13.04.2016 3_49_14.gps;12044;52.559535;106.8937667;12044;2.3;11.02;78
_217_ 13.04.2016 3_49_14.gps;12062;52.55961667;106.8936467;12062;2.33;11.02;78
_217_ 13.04.2016 3_49_14.gps;12079;52.55969667;106.8935283;12079;2.33;10.52;73
_217_ 13.04.2016 3_49_14.gps;12097;52.55977333;106.8934117;12097;2.27;10.8;76
_217_ 13.04.2016 3_49_14.gps;12115;52.55984667;106.893295;12115;2.3;10.83;76
_217_ 13.04.2016 3_49_14.gps;12153;52.559915;106.893185;12153;2.27;11.08;79
_217_ 13.04.2016 3_49_14.gps;12170;52.55998167;106.89308;12170;2.27;11.08;79
_217_ 13.04.2016 3_49_14.gps;12188;52.56004833;106.8929767;12188;2.27;11.47;82
_217_ 13.04.2016 3_49_14.gps;12203;52.56011167;106.89288;12203;2.25;11.44;82
_217_ 13.04.2016 3_49_14.gps;12220;52.56017667;106.8927883;12220;2.16;11.36;82
_217_ 13.04.2016 3_49_14.gps;12258;52.56024;106.8926917;12258;2.33;10.63;74
_217_ 13.04.2016 3_49_14.gps;12275;52.56030167;106.8925917;12275;2.38;11.11;78
_217_ 13.04.2016 3_49_14.gps;12293;52.56036167;106.8924917;12293;2.36;11.16;79
_217_ 13.04.2016 3_49_14.gps;12310;52.56042167;106.8924017;12310;2.36;11.36;81
_217_ 13.04.2016 3_49_14.gps;12327;52.56048167;106.8923133;12327;2.52;11.22;78
_217_ 13.04.2016 3_49_14.gps;12365;52.560535;106.8922267;12365;2.3;10.91;77
_217_ 13.04.2016 3_49_14.gps;12382;52.56058833;106.892145;12382;2.27;10.88;77
_217_ 13.04.2016 3_49_14.gps;12400;52.56063833;106.8920683;12400;2.3;11.47;82
_217_ 13.04.2016 3_49_14.gps;12417;52.56068833;106.8919917;12417;2.33;11.55;82
_217_ 13.04.2016 3_49_14.gps;12434;52.560735;106.8919233;12434;2.3;11.61;83
_217_ 13.04.2016 3_49_14.gps;12472;52.56078333;106.8918517;12472;2.3;11.38;81
_217_ 13.04.2016 3_49_14.gps;12490;52.56083;106.891785;12490;2.36;11.44;81
_217_ 13.04.2016 3_49_14.gps;12507;52.56087667;106.89172;12507;2.36;11.52;82
_217_ 13.04.2016 3_49_14.gps;12525;52.560925;106.8916567;12525;2.33;11.44;81
_217_ 13.04.2016 3_49_14.gps;12543;52.56097;106.891595;12543;2.27;11.38;81
_217_ 13.04.2016 3_49_14.gps;12581;52.561015;106.8915367;12581;2.3;11.38;81
_217_ 13.04.2016 3_49_14.gps;12599;52.56106;106.8914783;12599;2.3;11.38;81
_217_ 13.04.2016 3_49_14.gps;12616;52.561105;106.8914217;12616;2.3;11.44;82
_217_ 13.04.2016 3_49_14.gps;12634;52.56115;106.8913633;12634;2.33;11.55;82
_217_ 13.04.2016 3_49_14.gps;12651;52.561195;106.8913033;12651;2.36;11.63;83
_217_ 13.04.2016 3_49_14.gps;12690;52.56124167;106.8912383;12690;2.52;11.97;85
_217_ 13.04.2016 3_49_14.gps;12708;52.56128667;106.8911783;12708;2.41;12.13;87
_217_ 13.04.2016 3_49_14.gps;12725;52.56133167;106.8911167;12725;2.36;12.13;87
_217_ 13.04.2016 3_49_14.gps;12743;52.56137833;106.8910533;12743;2.33;12.13;88
_217_ 13.04.2016 3_49_14.gps;12760;52.56142333;106.8909917;12760;2.33;12.25;89
_217_ 13.04.2016 3_49_14.gps;12799;52.56147167;106.8909333;12799;2.36;12.22;88
_217_ 13.04.2016 3_49_14.gps;12816;52.56152333;106.8908767;12816;2.36;12.36;90
_217_ 13.04.2016 3_49_14.gps;12833;52.56157333;106.8908233;12833;2.38;12.58;91
_217_ 13.04.2016 3_49_14.gps;12851;52.56162667;106.8907767;12851;2.36;12.3;89
_217_ 13.04.2016 3_49_14.gps;12870;52.56167667;106.8907283;12870;2.36;12.36;90
_217_ 13.04.2016 3_49_14.gps;12909;52.56172667;106.8906817;12909;2.36;12.25;89
_217_ 13.04.2016 3_49_14.gps;12926;52.561775;106.890635;12926;2.52;12.5;89
_217_ 13.04.2016 3_49_14.gps;12943;52.56182667;106.890595;12943;2.36;12.52;91
_217_ 13.04.2016 3_49_14.gps;12961;52.56187667;106.8905517;12961;2.36;12.72;93
_217_ 13.04.2016 3_49_14.gps;12978;52.56192333;106.890505;12978;2.38;12.75;93
_217_ 13.04.2016 3_49_14.gps;13017;52.56197;106.89046;13017;2.38;12.8;93
_217_ 13.04.2016 3_49_14.gps;13034;52.562015;106.8904183;13034;2.38;12.8;93
_217_ 13.04.2016 3_49_14.gps;13051;52.56206167;106.89038;13051;2.36;12.61;92
_217_ 13.04.2016 3_49_14.gps;13069;52.56211167;106.89035;13069;2.41;12.52;90
_217_ 13.04.2016 3_49_14.gps;13087;52.56216;106.8903217;13087;2.41;12.52;90
_217_ 13.04.2016 3_49_14.gps;13125;52.56220667;106.8902983;13125;2.38;12.55;91
_217_ 13.04.2016 3_49_14.gps;13143;52.56225167;106.8902833;13143;2.38;13;95
_217_ 13.04.2016 3_49_14.gps;13161;52.56229667;106.890275;13161;2.44;13;95
_217_ 13.04.2016 3_49_14.gps;13178;52.56234667;106.8902767;13178;2.5;12.75;92
_217_ 13.04.2016 3_49_14.gps;13196;52.56239667;106.8902817;13196;2.63;12.77;91
_217_ 13.04.2016 3_49_14.gps;13234;52.56244167;106.8902917;13234;2.77;12.75;89
_217_ 13.04.2016 3_49_14.gps;13251;52.56248167;106.8903117;13251;2.97;12.88;89
_217_ 13.04.2016 3_49_14.gps;13268;52.56252;106.8903383;13268;2.66;13.19;94
_217_ 13.04.2016 3_49_14.gps;13285;52.56255833;106.89037;13285;2.55;13.08;94
_217_ 13.04.2016 3_49_14.gps;13303;52.56259333;106.8904067;13303;2.52;13.05;94
_217_ 13.04.2016 3_49_14.gps;13341;52.56262333;106.89045;13341;2.5;13.22;96
_217_ 13.04.2016 3_49_14.gps;13358;52.562645;106.8905;13358;2.36;13;95
_217_ 13.04.2016 3_49_14.gps;13376;52.562665;106.8905517;13376;2.52;13;94
_217_ 13.04.2016 3_49_14.gps;13393;52.56268167;106.8906083;13393;2.63;13.19;95
_217_ 13.04.2016 3_49_14.gps;13410;52.56269667;106.8906633;13410;2.63;13.25;95
_217_ 13.04.2016 3_49_14.gps;13449;52.56270833;106.89072;13449;2.41;12.8;93
_217_ 13.04.2016 3_49_14.gps;13467;52.56271833;106.890785;13467;2.41;12.86;94
_217_ 13.04.2016 3_49_14.gps;13485;52.56272167;106.8908533;13485;2.44;12.88;93
_217_ 13.04.2016 3_49_14.gps;13503;52.56271833;106.89092;13503;2.58;12.97;93
_217_ 13.04.2016 3_49_14.gps;13523;52.56271333;106.890985;13523;2.58;12.91;92
_217_ 13.04.2016 3_49_14.gps;13562;52.56269333;106.8910667;13562;2.8;12.47;87
_217_ 13.04.2016 3_49_14.gps;13579;52.56267833;106.8911367;13579;2.5;12.47;89
_217_ 13.04.2016 3_49_14.gps;13597;52.56266;106.8912;13597;2.61;12.5;89
_217_ 13.04.2016 3_49_14.gps;13615;52.562635;106.8912717;13615;2.66;12.66;90
_217_ 13.04.2016 3_49_14.gps;13633;52.562605;106.8913333;13633;3;12.69;87
_217_ 13.04.2016 3_49_14.gps;13671;52.56257833;106.8913867;13671;2.63;12.88;92
_217_ 13.04.2016 3_49_14.gps;13689;52.56255;106.8914433;13689;2.55;12.83;92
_217_ 13.04.2016 3_49_14.gps;13707;52.56252167;106.891495;13707;2.52;12.58;90
_217_ 13.04.2016 3_49_14.gps;13724;52.56249;106.8915483;13724;2.63;12.58;89
_217_ 13.04.2016 3_49_14.gps;13742;52.562455;106.8915983;13742;2.38;12.38;90
_217_ 13.04.2016 3_49_14.gps;13781;52.56241667;106.8916483;13781;2.55;12.58;90
_217_ 13.04.2016 3_49_14.gps;13798;52.56237667;106.8917033;13798;2.41;12.66;92
_217_ 13.04.2016 3_49_14.gps;13816;52.56233167;106.8917583;13816;2.38;12.72;93
_217_ 13.04.2016 3_49_14.gps;13835;52.56228667;106.891815;13835;2.38;12.61;92
_217_ 13.04.2016 3_49_14.gps;13852;52.562245;106.8918617;13852;2.38;12.5;91
_217_ 13.04.2016 3_49_14.gps;13891;52.56220167;106.891905;13891;2.36;12.3;89
_217_ 13.04.2016 3_49_14.gps;13909;52.56215667;106.8919517;13909;2.3;12.25;89
_217_ 13.04.2016 3_49_14.gps;13927;52.56211667;106.8919933;13927;2.36;12.27;89
_217_ 13.04.2016 3_49_14.gps;13945;52.56208167;106.8920367;13945;2.5;12.55;90
_217_ 13.04.2016 3_49_14.gps;13964;52.56205;106.8920767;13964;2.41;12.02;86
_217_ 13.04.2016 3_49_14.gps;14002;52.56202167;106.8921133;14002;2.36;12.16;88
_217_ 13.04.2016 3_49_14.gps;14020;52.56199667;106.8921483;14020;2.36;12.08;87
_217_ 13.04.2016 3_49_14.gps;14038;52.56197167;106.8921867;14038;2.55;12.16;86
_217_ 13.04.2016 3_49_14.gps;14056;52.56194833;106.8922233;14056;2.52;12.16;86
_217_ 13.04.2016 3_49_14.gps;14074;52.56192667;106.8922617;14074;2.52;12.52;90
_217_ 13.04.2016 3_49_14.gps;14113;52.561905;106.8922917;14113;2.52;12.33;88
_217_ 13.04.2016 3_49_14.gps;14130;52.56188;106.8923133;14130;2.58;12.27;87
_217_ 13.04.2016 3_49_14.gps;14148;52.56185333;106.8923283;14148;2.63;12.19;86
_217_ 13.04.2016 3_49_14.gps;14166;52.56182667;106.8923383;14166;3.08;12.22;82
_217_ 13.04.2016 3_49_14.gps;14183;52.56180333;106.8923433;14183;3.11;12.47;84
_217_ 13.04.2016 3_49_14.gps;14222;52.56179167;106.892345;14222;3.05;12.52;85
_217_ 13.04.2016 3_49_14.gps;14240;52.56178667;106.89233;14240;3.05;12.72;87
_217_ 13.04.2016 3_49_14.gps;14258;52.56178333;106.8923117;14258;3.05;12.66;86
_217_ 13.04.2016 3_49_14.gps;14275;52.561785;106.89229;14275;2.86;12.47;86
_217_ 13.04.2016 3_49_14.gps;14293;52.56178667;106.8922717;14293;3;12.36;84
_217_ 13.04.2016 3_49_14.gps;14332;52.56179833;106.89226;14332;2.63;12.22;86
_217_ 13.04.2016 3_49_14.gps;14350;52.56181;106.8922317;14350;2.41;12.36;89
_217_ 13.04.2016 3_49_14.gps;14368;52.56182333;106.8922017;14368;2.38;12.38;90
_217_ 13.04.2016 3_49_14.gps;14386;52.56183833;106.8921717;14386;2.55;12.38;88
_217_ 13.04.2016 3_49_14.gps;14403;52.56185167;106.8921367;14403;2.38;12.27;89
_217_ 13.04.2016 3_49_14.gps;14442;52.56186333;106.8920933;14442;2.36;12.52;91
_217_ 13.04.2016 3_49_14.gps;14460;52.561875;106.89204;14460;2.52;12.58;90
_217_ 13.04.2016 3_49_14.gps;14478;52.56188833;106.89198;14478;2.61;12.58;89
_217_ 13.04.2016 3_49_14.gps;14496;52.561905;106.8919233;14496;2.52;12.55;90
_217_ 13.04.2016 3_49_14.gps;14514;52.561925;106.8918617;14514;2.52;12.41;89
_217_ 13.04.2016 3_49_14.gps;14553;52.56194667;106.8917983;14553;2.36;12.05;87
_217_ 13.04.2016 3_49_14.gps;14571;52.56196833;106.8917367;14571;2.38;12.5;91
_217_ 13.04.2016 3_49_14.gps;14589;52.56199167;106.8916717;14589;2.38;12.55;91
_217_ 13.04.2016 3_49_14.gps;14607;52.56201667;106.8916033;14607;2.36;12.55;91
_217_ 13.04.2016 3_49_14.gps;14625;52.562045;106.8915383;14625;2.36;12.3;89
_217_ 13.04.2016 3_49_14.gps;14664;52.56207333;106.8914717;14664;2.38;12.36;89
_217_ 13.04.2016 3_49_14.gps;14683;52.56210167;106.8914033;14683;2.41;12.44;90
_217_ 13.04.2016 3_49_14.gps;14701;52.56212833;106.8913333;14701;2.63;12.58;89
_217_ 13.04.2016 3_49_14.gps;14719;52.56215833;106.8912633;14719;2.63;12.58;89
_217_ 13.04.2016 3_49_14.gps;14737;52.56218667;106.8911883;14737;2.58;12.69;90
_217_ 13.04.2016 3_49_14.gps;14774;52.56221833;106.8911117;14774;2.47;12.77;92
_217_ 13.04.2016 3_49_14.gps;14790;52.56225167;106.8910317;14790;2.41;12.72;92
_217_ 13.04.2016 3_49_14.gps;14805;52.56228667;106.8909517;14805;2.44;12.77;92
_217_ 13.04.2016 3_49_14.gps;14821;52.56232167;106.89087;14821;2.38;12.75;93
_217_ 13.04.2016 3_49_14.gps;14837;52.56235667;106.8907883;14837;2.38;12.69;92
_217_ 13.04.2016 3_49_14.gps;14876;52.562395;106.8907067;14876;2.36;12.63;92
_217_ 13.04.2016 3_49_14.gps;14894;52.56243167;106.8906283;14894;2.36;13.02;95
_217_ 13.04.2016 3_49_14.gps;14912;52.56246833;106.89055;14912;2.41;13.27;97
_217_ 13.04.2016 3_49_14.gps;14929;52.56250833;106.89047;14929;2.41;13.08;96
_217_ 13.04.2016 3_49_14.gps;14947;52.56255;106.8903883;14947;2.38;12.75;93
_217_ 13.04.2016 3_49_14.gps;14985;52.56259167;106.89031;14985;2.36;12;86
_217_ 13.04.2016 3_49_14.gps;15004;52.56263667;106.8902333;15004;2.3;12.16;88
_217_ 13.04.2016 3_49_14.gps;15022;52.56268167;106.89016;15022;2.36;12.22;88
_217_ 13.04.2016 3_49_14.gps;15040;52.56272667;106.890085;15040;2.36;12.16;88
_217_ 13.04.2016 3_49_14.gps;15058;52.56277;106.89001;15058;2.33;12.25;89
_217_ 13.04.2016 3_49_14.gps;15096;52.562815;106.8899317;15096;2.3;11.91;86
_217_ 13.04.2016 3_49_14.gps;15114;52.56285833;106.8898583;15114;2.3;11.88;86
_217_ 13.04.2016 3_49_14.gps;15132;52.56290333;106.8897817;15132;2.33;11.83;85
_217_ 13.04.2016 3_49_14.gps;15150;52.56295;106.889705;15150;2.33;11.8;85
_217_ 13.04.2016 3_49_14.gps;15168;52.563;106.8896283;15168;2.33;11.55;82
_217_ 13.04.2016 3_49_14.gps;15207;52.56305;106.8895517;15207;2.36;11.91;85
_217_ 13.04.2016 3_49_14.gps;15225;52.5631;106.889475;15225;2.36;11.83;85
_217_ 13.04.2016 3_49_14.gps;15243;52.56315;106.8893967;15243;2.3;11.55;83
_217_ 13.04.2016 3_49_14.gps;15260;52.56320333;106.8893217;15260;2.3;11.55;83
_217_ 13.04.2016 3_49_14.gps;15278;52.56325833;106.889245;15278;2.3;11.52;82
_217_ 13.04.2016 3_49_14.gps;15316;52.56331333;106.8891683;15316;2.41;11.5;81
_217_ 13.04.2016 3_49_14.gps;15334;52.56336833;106.8890883;15334;2.44;11.38;80
_217_ 13.04.2016 3_49_14.gps;15351;52.563425;106.889005;15351;2.36;11.33;80
_217_ 13.04.2016 3_49_14.gps;15369;52.563485;106.8889167;15369;2.33;11.27;80
_217_ 13.04.2016 3_49_14.gps;15386;52.56354667;106.8888267;15386;2.41;11.25;79
_217_ 13.04.2016 3_49_14.gps;15421;52.56360833;106.8887333;15421;2.36;11.11;78
_217_ 13.04.2016 3_49_14.gps;15439;52.56367167;106.888645;15439;2.36;11.13;78
_217_ 13.04.2016 3_49_14.gps;15457;52.56373667;106.8885583;15457;2.41;11.13;78
_217_ 13.04.2016 3_49_14.gps;15475;52.563805;106.8884717;15475;2.38;11.08;78
_217_ 13.04.2016 3_49_14.gps;15492;52.56387333;106.8883883;15492;2.38;11.13;78
_217_ 13.04.2016 3_49_14.gps;15531;52.56394167;106.8883083;15531;2.41;11;77
_217_ 13.04.2016 3_49_14.gps;15549;52.56401;106.8882233;15549;2.44;11.05;77
_217_ 13.04.2016 3_49_14.gps;15567;52.56408;106.8881333;15567;2.44;11;77
_217_ 13.04.2016 3_49_14.gps;15585;52.56415167;106.8880483;15585;2.44;10.97;76
_217_ 13.04.2016 3_49_14.gps;15603;52.56422167;106.8879583;15603;2.41;11.02;77
_217_ 13.04.2016 3_49_14.gps;15642;52.564295;106.8878667;15642;2.33;10.86;76
_217_ 13.04.2016 3_49_14.gps;15660;52.56436833;106.8877683;15660;2.41;11.02;77
_217_ 13.04.2016 3_49_14.gps;15678;52.56444167;106.887675;15678;2.47;11.02;76
_217_ 13.04.2016 3_49_14.gps;15696;52.56451667;106.88758;15696;2.5;10.86;75
_217_ 13.04.2016 3_49_14.gps;15714;52.56459167;106.887485;15714;2.41;11.05;77
_217_ 13.04.2016 3_49_14.gps;15753;52.56467333;106.8873933;15753;2.41;11.22;79
_217_ 13.04.2016 3_49_14.gps;15772;52.56475667;106.8873033;15772;2.41;11.22;79
_217_ 13.04.2016 3_49_14.gps;15789;52.56484;106.887205;15789;2.41;11.16;78
_217_ 13.04.2016 3_49_14.gps;15807;52.56492333;106.88711;15807;2.5;11.11;77
_217_ 13.04.2016 3_49_14.gps;15825;52.56500667;106.88701;15825;2.55;11.13;77
_217_ 13.04.2016 3_49_14.gps;15864;52.56509167;106.886915;15864;2.38;10.83;76
_217_ 13.04.2016 3_49_14.gps;15882;52.56517833;106.8868217;15882;2.55;11.08;76
_217_ 13.04.2016 3_49_14.gps;15900;52.56526333;106.886725;15900;2.5;11.19;78
_217_ 13.04.2016 3_49_14.gps;15918;52.56534833;106.8866283;15918;2.38;11.16;79
_217_ 13.04.2016 3_49_14.gps;15937;52.565435;106.8865317;15937;2.36;11.16;79
_217_ 13.04.2016 3_49_14.gps;15976;52.56552;106.8864367;15976;2.58;11.27;78
_217_ 13.04.2016 3_49_14.gps;15994;52.565605;106.88634;15994;2.61;11.13;76
_217_ 13.04.2016 3_49_14.gps;16012;52.56569;106.8862417;16012;2.5;11.05;76
_217_ 13.04.2016 3_49_14.gps;16031;52.565775;106.8861417;16031;2.5;10.75;74
_217_ 13.04.2016 3_49_14.gps;16049;52.565865;106.8860383;16049;2.52;10.77;74
_217_ 13.04.2016 3_49_14.gps;16088;52.56595333;106.8859383;16088;2.41;11.08;78
_217_ 13.04.2016 3_49_14.gps;16106;52.56604333;106.8858333;16106;2.55;11.13;77
_217_ 13.04.2016 3_49_14.gps;16124;52.56613333;106.885725;16124;2.69;11.08;75
_217_ 13.04.2016 3_49_14.gps;16141;52.566225;106.8856183;16141;2.77;10.88;72
_217_ 13.04.2016 3_49_14.gps;16160;52.56631667;106.8855117;16160;2.94;10.83;71
_217_ 13.04.2016 3_49_14.gps;16199;52.56640833;106.8854067;16199;3.05;10.75;69
_217_ 13.04.2016 3_49_14.gps;16217;52.56650167;106.8853033;16217;3.08;10.91;70
_217_ 13.04.2016 3_49_14.gps;16235;52.56659667;106.8851983;16235;2.55;10.8;74
_217_ 13.04.2016 3_49_14.gps;16253;52.56669333;106.8850917;16253;2.61;10.44;70
_217_ 13.04.2016 3_49_14.gps;16269;52.56678833;106.8849867;16269;2.38;10;68
_217_ 13.04.2016 3_49_14.gps;16304;52.56688333;106.8848833;16304;2.3;9.61;65
_217_ 13.04.2016 3_49_14.gps;16319;52.56697833;106.88478;16319;2.3;9.52;64
_217_ 13.04.2016 3_49_14.gps;16335;52.56707333;106.884675;16335;2.16;9.27;63
_217_ 13.04.2016 3_49_14.gps;16353;52.56716833;106.8845667;16353;2.3;9.75;67
_217_ 13.04.2016 3_49_14.gps;16372;52.56726333;106.88446;16372;2.38;9.97;68
_217_ 13.04.2016 3_49_14.gps;16411;52.56735667;106.8843567;16411;2.27;10.05;70
_217_ 13.04.2016 3_49_14.gps;16428;52.56745333;106.884255;16428;2.38;10.3;71
_217_ 13.04.2016 3_49_14.gps;16446;52.56754667;106.8841517;16446;2.52;10.63;72
_217_ 13.04.2016 3_49_14.gps;16465;52.56764;106.8840533;16465;2.63;10.63;72
_217_ 13.04.2016 3_49_14.gps;16483;52.56773333;106.8839567;16483;2.61;10.41;70
_217_ 13.04.2016 3_49_14.gps;16522;52.56783;106.8838567;16522;2.22;9.16;62
_217_ 13.04.2016 3_49_14.gps;16540;52.56792667;106.88376;16540;2.27;9.41;64
_217_ 13.04.2016 3_49_14.gps;16558;52.568025;106.88366;16558;2.3;9.58;65
_217_ 13.04.2016 3_49_14.gps;16575;52.56812167;106.883565;16575;2.22;9.33;63
_217_ 13.04.2016 3_49_14.gps;16593;52.56821667;106.88347;16593;2.16;9.25;63
_217_ 13.04.2016 3_49_14.gps;16631;52.56831;106.8833783;16631;2.3;9.47;64
_217_ 13.04.2016 3_49_14.gps;16649;52.56840333;106.88329;16649;2.25;9.33;63
_217_ 13.04.2016 3_49_14.gps;16667;52.56849833;106.8832;16667;2.25;9.3;63
_217_ 13.04.2016 3_49_14.gps;16684;52.56859;106.8831133;16684;2.16;9.11;62
_217_ 13.04.2016 3_49_14.gps;16702;52.56867833;106.8830267;16702;2.16;9.13;62
_217_ 13.04.2016 3_49_14.gps;16740;52.56876667;106.8829433;16740;2.16;9.11;62
_217_ 13.04.2016 3_49_14.gps;16758;52.568855;106.8828583;16758;2.16;9.22;63
_217_ 13.04.2016 3_49_14.gps;16775;52.56894167;106.882775;16775;2.27;9.22;62
_217_ 13.04.2016 3_49_14.gps;16793;52.56902667;106.8826917;16793;2.27;9.25;62
_217_ 13.04.2016 3_49_14.gps;16811;52.569115;106.8826083;16811;2.27;9.33;63
_217_ 13.04.2016 3_49_14.gps;16849;52.5692;106.882525;16849;2.36;9.69;65
_217_ 13.04.2016 3_49_14.gps;16867;52.56928333;106.882445;16867;2.47;10.41;71
_217_ 13.04.2016 3_49_14.gps;16885;52.56936333;106.8823567;16885;2.13;9.94;70
_217_ 13.04.2016 3_49_14.gps;16903;52.56944333;106.8822683;16903;2.27;9.52;65
_217_ 13.04.2016 3_49_14.gps;16921;52.56952;106.8821733;16921;2.33;9.69;66
_217_ 13.04.2016 3_49_14.gps;16958;52.569595;106.8820833;16958;2.13;9.38;65
_217_ 13.04.2016 3_49_14.gps;16976;52.56967167;106.8819883;16976;2.13;9.02;62
_217_ 13.04.2016 3_49_14.gps;16994;52.569745;106.8818933;16994;2.16;9.02;61
_217_ 13.04.2016 3_49_14.gps;17011;52.56981833;106.8817983;17011;2.36;9.38;63
_217_ 13.04.2016 3_49_14.gps;17029;52.56989;106.8817;17029;2.41;10.33;71
_217_ 13.04.2016 3_49_14.gps;17068;52.56996167;106.8816;17068;2.33;9.3;62
