gpsfilename;frame;lat;lon;frame_del;min;max;thickness
_204_ 10.04.2016 13_37_41.gps;44591;53.34458833;108.7405933;44591;2.86;10.16;65
_204_ 10.04.2016 13_37_41.gps;44634;53.34467667;108.7406333;44634;2.86;10.38;67
_204_ 10.04.2016 13_37_41.gps;44680;53.34476833;108.7406717;44680;2.88;10.38;67
_204_ 10.04.2016 13_37_41.gps;44723;53.34486167;108.7407217;44723;2.55;10.61;72
_204_ 10.04.2016 13_37_41.gps;44766;53.34495333;108.74077;44766;2.83;10.75;71
_204_ 10.04.2016 13_37_41.gps;44856;53.34504667;108.74082;44856;2.61;10.86;74
_204_ 10.04.2016 13_37_41.gps;44902;53.34513833;108.7408767;44902;2.8;10.75;71
_204_ 10.04.2016 13_37_41.gps;44947;53.34523167;108.7409333;44947;2.77;10.27;67
_204_ 10.04.2016 13_37_41.gps;44990;53.345325;108.7409917;44990;2.8;10.77;71
_204_ 10.04.2016 13_37_41.gps;45032;53.34542;108.7410567;45032;2.91;10.94;72
_204_ 10.04.2016 13_37_41.gps;45124;53.34551167;108.7411233;45124;2.33;10.72;75
_204_ 10.04.2016 13_37_41.gps;45168;53.34560667;108.74118;45168;2.33;11.33;81
_204_ 10.04.2016 13_37_41.gps;45212;53.34570333;108.7412433;45212;2.38;11.3;80
_204_ 10.04.2016 13_37_41.gps;45256;53.34579833;108.7413083;45256;2.83;11.02;73
_204_ 10.04.2016 13_37_41.gps;45299;53.34589333;108.7413717;45299;2.33;10.8;76
_204_ 10.04.2016 13_37_41.gps;45391;53.34598833;108.7414383;45391;2.61;10.52;71
_204_ 10.04.2016 13_37_41.gps;45435;53.34608;108.7415067;45435;2.86;10.72;70
_204_ 10.04.2016 13_37_41.gps;45479;53.34617667;108.7415717;45479;2.36;11.16;79
_204_ 10.04.2016 13_37_41.gps;45522;53.34627833;108.74163;45522;2.5;10.83;74
_204_ 10.04.2016 13_37_41.gps;45568;53.34637833;108.7416983;45568;2.33;10.8;76
_204_ 10.04.2016 13_37_41.gps;45658;53.346475;108.741775;45658;2.61;11.05;75
_204_ 10.04.2016 13_37_41.gps;45702;53.34657;108.7418533;45702;2.55;11.13;77
_204_ 10.04.2016 13_37_41.gps;45746;53.34666667;108.7419317;45746;2.36;10.72;75
_204_ 10.04.2016 13_37_41.gps;45788;53.34676667;108.74201;45788;2.8;11.13;74
_204_ 10.04.2016 13_37_41.gps;45831;53.34687;108.7420917;45831;2.61;10.91;74
_204_ 10.04.2016 13_37_41.gps;45921;53.34697167;108.7421683;45921;2.55;11.41;79
_204_ 10.04.2016 13_37_41.gps;45963;53.34707167;108.7422467;45963;2.38;10.88;76
_204_ 10.04.2016 13_37_41.gps;46006;53.347175;108.7423167;46006;2.8;10.94;73
_204_ 10.04.2016 13_37_41.gps;46051;53.34727667;108.7423883;46051;2.8;10.8;72
_204_ 10.04.2016 13_37_41.gps;46095;53.34738;108.742455;46095;2.83;10.91;72
_204_ 10.04.2016 13_37_41.gps;46186;53.34748667;108.74252;46186;2.83;11.3;76
_204_ 10.04.2016 13_37_41.gps;46230;53.347595;108.742585;46230;2.94;10.66;69
_204_ 10.04.2016 13_37_41.gps;46275;53.3477;108.742645;46275;2.44;10.94;76
_204_ 10.04.2016 13_37_41.gps;46320;53.34780667;108.7426983;46320;2.86;11;73
_204_ 10.04.2016 13_37_41.gps;46370;53.34791167;108.7427483;46370;2.83;11.19;75
_204_ 10.04.2016 13_37_41.gps;46460;53.34801667;108.7428;46460;2.83;10.11;65
_204_ 10.04.2016 13_37_41.gps;46503;53.34812167;108.7428583;46503;2.33;10.16;70
_204_ 10.04.2016 13_37_41.gps;46547;53.34822667;108.7429083;46547;2.38;11.72;84
_204_ 10.04.2016 13_37_41.gps;46591;53.34833;108.7429533;46591;2.41;11.66;83
_204_ 10.04.2016 13_37_41.gps;46634;53.34843333;108.74299;46634;2.61;11.58;80
_204_ 10.04.2016 13_37_41.gps;46725;53.348535;108.743025;46725;2.52;9.83;65
_204_ 10.04.2016 13_37_41.gps;46769;53.34863833;108.7430517;46769;2.47;10.27;70
_204_ 10.04.2016 13_37_41.gps;46813;53.34874333;108.743075;46813;2.5;10.91;75
_204_ 10.04.2016 13_37_41.gps;46856;53.348845;108.74309;46856;2.36;11.16;79
_204_ 10.04.2016 13_37_41.gps;46898;53.34895167;108.7431117;46898;2.33;11.91;86
_204_ 10.04.2016 13_37_41.gps;46989;53.34905833;108.7431383;46989;2.33;11.63;83
_204_ 10.04.2016 13_37_41.gps;47033;53.34916333;108.7431683;47033;2.36;11.55;82
_204_ 10.04.2016 13_37_41.gps;47075;53.349265;108.7432017;47075;2.63;11.66;81
_204_ 10.04.2016 13_37_41.gps;47117;53.34937;108.7432367;47117;2.33;11.47;82
_204_ 10.04.2016 13_37_41.gps;47162;53.34947333;108.7432783;47162;2.36;11.41;81
_204_ 10.04.2016 13_37_41.gps;47253;53.34957667;108.7433267;47253;2.58;11.36;79
_204_ 10.04.2016 13_37_41.gps;47295;53.34968;108.7433783;47295;2.77;11.13;75
_204_ 10.04.2016 13_37_41.gps;47339;53.34978167;108.743435;47339;2.3;11.11;79
_204_ 10.04.2016 13_37_41.gps;47381;53.34988333;108.743495;47381;2.38;11.27;80
_204_ 10.04.2016 13_37_41.gps;47432;53.34998333;108.7435633;47432;2.33;11.13;79
_204_ 10.04.2016 13_37_41.gps;47521;53.35008167;108.7436333;47521;2.33;10.44;72
_204_ 10.04.2016 13_37_41.gps;47564;53.35018;108.7437117;47564;2.44;10.8;75
_204_ 10.04.2016 13_37_41.gps;47608;53.35027833;108.74379;47608;2.36;10.52;73
_204_ 10.04.2016 13_37_41.gps;47653;53.35037833;108.7438683;47653;2.83;11.05;73
_204_ 10.04.2016 13_37_41.gps;47697;53.35047667;108.7439567;47697;2.58;10.77;73
_204_ 10.04.2016 13_37_41.gps;47788;53.35057667;108.7440383;47788;2.61;10.63;72
_204_ 10.04.2016 13_37_41.gps;47830;53.35068;108.7441217;47830;2.61;10.83;73
_204_ 10.04.2016 13_37_41.gps;47875;53.35078167;108.7442067;47875;2.36;10.83;76
_204_ 10.04.2016 13_37_41.gps;47919;53.35088333;108.7442983;47919;2.33;10.63;74
_204_ 10.04.2016 13_37_41.gps;47961;53.35098667;108.7443867;47961;2.58;10.41;70
_204_ 10.04.2016 13_37_41.gps;48052;53.35109167;108.7444783;48052;2.86;11.44;77
_204_ 10.04.2016 13_37_41.gps;48096;53.35119833;108.7445683;48096;2.44;10.75;74
_204_ 10.04.2016 13_37_41.gps;48139;53.351305;108.744655;48139;2.41;11.22;79
_204_ 10.04.2016 13_37_41.gps;48183;53.35141667;108.744735;48183;2.33;11.16;79
_204_ 10.04.2016 13_37_41.gps;48229;53.35152667;108.744815;48229;2.44;10.88;75
_204_ 10.04.2016 13_37_41.gps;48321;53.351635;108.7448983;48321;2.75;10.77;72
_204_ 10.04.2016 13_37_41.gps;48365;53.351745;108.7449817;48365;2.33;10.83;76
_204_ 10.04.2016 13_37_41.gps;48408;53.351855;108.7450583;48408;2.47;11.02;76
_204_ 10.04.2016 13_37_41.gps;48450;53.351965;108.7451383;48450;2.8;10.33;67
_204_ 10.04.2016 13_37_41.gps;48494;53.35207333;108.745215;48494;2.8;10.97;73
_204_ 10.04.2016 13_37_41.gps;48588;53.35218;108.74529;48588;2.83;11.13;74
_204_ 10.04.2016 13_37_41.gps;48630;53.352285;108.7453583;48630;2.69;11;74
_204_ 10.04.2016 13_37_41.gps;48674;53.35239333;108.74542;48674;2.8;10.86;72
_204_ 10.04.2016 13_37_41.gps;48717;53.35250167;108.7454733;48717;2.33;11.25;80
_204_ 10.04.2016 13_37_41.gps;48758;53.35261;108.7455233;48758;2.63;11.5;79
_204_ 10.04.2016 13_37_41.gps;48851;53.35271833;108.7455633;48851;2.58;11.52;80
_204_ 10.04.2016 13_37_41.gps;48893;53.35282667;108.7455933;48893;2.41;11.19;79
_204_ 10.04.2016 13_37_41.gps;48935;53.35293333;108.7456233;48935;2.61;11.16;76
_204_ 10.04.2016 13_37_41.gps;48979;53.35303667;108.7456467;48979;2.75;11.16;75
_204_ 10.04.2016 13_37_41.gps;49021;53.35313833;108.745665;49021;2.61;11.02;75
_204_ 10.04.2016 13_37_41.gps;49110;53.35324167;108.7456867;49110;2.88;11.13;74
_204_ 10.04.2016 13_37_41.gps;49154;53.353345;108.7457033;49154;2.36;10.83;76
_204_ 10.04.2016 13_37_41.gps;49197;53.35345167;108.7457117;49197;2.86;10.83;71
_204_ 10.04.2016 13_37_41.gps;49241;53.35355667;108.745715;49241;2.8;10.91;72
_204_ 10.04.2016 13_37_41.gps;49284;53.35365833;108.7457167;49284;2.86;11.19;74
_204_ 10.04.2016 13_37_41.gps;49374;53.35376333;108.7457067;49374;2.83;11.33;76
_204_ 10.04.2016 13_37_41.gps;49418;53.35386667;108.7457033;49418;2.88;11.19;74
_204_ 10.04.2016 13_37_41.gps;49461;53.35396833;108.745695;49461;2.33;11.3;80
_204_ 10.04.2016 13_37_41.gps;49505;53.35406833;108.74568;49505;2.83;11.33;76
_204_ 10.04.2016 13_37_41.gps;49555;53.354165;108.7456733;49555;2.3;10.97;78
_204_ 10.04.2016 13_37_41.gps;49648;53.35426833;108.74565;49648;2.86;11.11;74
_204_ 10.04.2016 13_37_41.gps;49688;53.354365;108.7456217;49688;2.75;11.05;74
_204_ 10.04.2016 13_37_41.gps;49725;53.354455;108.745595;49725;2.8;11;73
_204_ 10.04.2016 13_37_41.gps;49767;53.35455333;108.7455683;49767;2.83;10.97;73
_204_ 10.04.2016 13_37_41.gps;49810;53.35465167;108.7455467;49810;2.38;11.13;78
_204_ 10.04.2016 13_37_41.gps;49901;53.35475333;108.7455233;49901;2.8;11.08;74
_204_ 10.04.2016 13_37_41.gps;49943;53.35485667;108.7455033;49943;2.77;11.11;75
_204_ 10.04.2016 13_37_41.gps;49987;53.35496;108.7454817;49987;2.83;11.16;74
_204_ 10.04.2016 13_37_41.gps;50031;53.35506;108.7454583;50031;2.83;10.72;71
_204_ 10.04.2016 13_37_41.gps;50073;53.35516167;108.7454367;50073;2.8;11.11;74
_204_ 10.04.2016 13_37_41.gps;50168;53.355265;108.745415;50168;2.77;11.11;75
_204_ 10.04.2016 13_37_41.gps;50211;53.35536667;108.7453983;50211;2.8;11.22;75
_204_ 10.04.2016 13_37_41.gps;50253;53.35547;108.74538;50253;2.8;11.25;76
_204_ 10.04.2016 13_37_41.gps;50296;53.355575;108.7453533;50296;2.38;11;77
_204_ 10.04.2016 13_37_41.gps;50340;53.35568333;108.7453267;50340;2.83;10.75;71
_204_ 10.04.2016 13_37_41.gps;50429;53.35579167;108.7453017;50429;2.83;11.13;74
_204_ 10.04.2016 13_37_41.gps;50473;53.3559;108.745275;50473;2.8;10.61;70
_204_ 10.04.2016 13_37_41.gps;50517;53.35600667;108.7452467;50517;2.8;10.86;72
_204_ 10.04.2016 13_37_41.gps;50560;53.35611167;108.745215;50560;2.83;10.88;72
_204_ 10.04.2016 13_37_41.gps;50604;53.35621167;108.745175;50604;2.8;11.05;74
_204_ 10.04.2016 13_37_41.gps;50696;53.356315;108.7451317;50696;2.61;11.11;76
_204_ 10.04.2016 13_37_41.gps;50738;53.35641667;108.74508;50738;2.83;11.13;74
_204_ 10.04.2016 13_37_41.gps;50783;53.35652;108.74503;50783;2.5;11.22;78
_204_ 10.04.2016 13_37_41.gps;50827;53.356625;108.7449817;50827;2.83;11.55;78
_204_ 10.04.2016 13_37_41.gps;50869;53.35672833;108.7449283;50869;2.83;11.69;79
_204_ 10.04.2016 13_37_41.gps;50961;53.35682833;108.7448783;50961;2.8;11.88;81
_204_ 10.04.2016 13_37_41.gps;51004;53.35692667;108.7448233;51004;2.75;11.55;79
_204_ 10.04.2016 13_37_41.gps;51049;53.35702333;108.74476;51049;2.72;11.63;80
_204_ 10.04.2016 13_37_41.gps;51093;53.35712333;108.7447;51093;2.8;12.19;84
_204_ 10.04.2016 13_37_41.gps;51136;53.35721833;108.74463;51136;2.8;11.97;82
_204_ 10.04.2016 13_37_41.gps;51225;53.357315;108.7445583;51225;2.83;11.63;79
_204_ 10.04.2016 13_37_41.gps;51270;53.35740833;108.74449;51270;2.8;11.69;80
_204_ 10.04.2016 13_37_41.gps;51314;53.35750167;108.7444217;51314;2.86;11.91;81
_204_ 10.04.2016 13_37_41.gps;51357;53.35759667;108.74435;51357;2.86;12.05;82
_204_ 10.04.2016 13_37_41.gps;51400;53.35769167;108.744275;51400;3.02;12.08;81
_204_ 10.04.2016 13_37_41.gps;51492;53.357785;108.744195;51492;2.88;12.11;83
_204_ 10.04.2016 13_37_41.gps;51538;53.35787333;108.7441183;51538;2.5;12.38;88
_204_ 10.04.2016 13_37_41.gps;51581;53.35796;108.7440383;51581;2.88;12.5;86
_204_ 10.04.2016 13_37_41.gps;51625;53.35805;108.7439533;51625;2.88;12.22;84
_204_ 10.04.2016 13_37_41.gps;51669;53.35813667;108.7438733;51669;2.47;12.05;86
_204_ 10.04.2016 13_37_41.gps;51760;53.35822333;108.743785;51760;2.83;11.86;81
_204_ 10.04.2016 13_37_41.gps;51802;53.35830833;108.743695;51802;2.83;12.3;85
_204_ 10.04.2016 13_37_41.gps;51845;53.358395;108.7436017;51845;2.86;12.08;82
_204_ 10.04.2016 13_37_41.gps;51888;53.35847833;108.743505;51888;2.5;12.02;85
_204_ 10.04.2016 13_37_41.gps;51935;53.35857;108.7434117;51935;2.86;11.91;81
_204_ 10.04.2016 13_37_41.gps;52025;53.35865833;108.7433233;52025;2.3;11.72;84
_204_ 10.04.2016 13_37_41.gps;52067;53.35875167;108.7432333;52067;2.3;11.83;85
_204_ 10.04.2016 13_37_41.gps;52110;53.35884667;108.743145;52110;2.33;11.72;84
_204_ 10.04.2016 13_37_41.gps;52153;53.35893667;108.7430617;52153;2.33;11.52;82
_204_ 10.04.2016 13_37_41.gps;52197;53.35901833;108.7429933;52197;2.75;12.13;84
_204_ 10.04.2016 13_37_41.gps;52286;53.35910667;108.7429233;52286;2.38;11.55;82
_204_ 10.04.2016 13_37_41.gps;52329;53.35919667;108.7428617;52329;2.36;11.69;83
_204_ 10.04.2016 13_37_41.gps;52374;53.359295;108.7427867;52374;2.36;11.86;85
_204_ 10.04.2016 13_37_41.gps;52418;53.359395;108.74273;52418;2.88;11.91;81
_204_ 10.04.2016 13_37_41.gps;52462;53.35949667;108.7426733;52462;2.5;11.91;84
_204_ 10.04.2016 13_37_41.gps;52551;53.35959333;108.74262;52551;2.63;11.8;82
_204_ 10.04.2016 13_37_41.gps;52596;53.35969333;108.7425783;52596;2.3;11.75;85
_204_ 10.04.2016 13_37_41.gps;52641;53.359795;108.7425417;52641;2.41;11.58;82
_204_ 10.04.2016 13_37_41.gps;52684;53.35989667;108.74251;52684;2.3;11.88;86
_204_ 10.04.2016 13_37_41.gps;52726;53.35999167;108.7424883;52726;2.41;11.27;79
_204_ 10.04.2016 13_37_41.gps;52817;53.36009333;108.7424767;52817;2.41;12.13;87
_204_ 10.04.2016 13_37_41.gps;52860;53.36019167;108.7424717;52860;2.55;11.52;80
_204_ 10.04.2016 13_37_41.gps;52903;53.36029167;108.74247;52903;2.33;11.86;85
_204_ 10.04.2016 13_37_41.gps;52945;53.36038833;108.74248;52945;2.33;11.5;82
_204_ 10.04.2016 13_37_41.gps;52988;53.360485;108.7424933;52988;2.8;11.52;78
_204_ 10.04.2016 13_37_41.gps;53078;53.36057833;108.7425183;53078;2.94;11.83;80
_204_ 10.04.2016 13_37_41.gps;53121;53.36067167;108.7425567;53121;2.3;11.47;82
_204_ 10.04.2016 13_37_41.gps;53164;53.36076333;108.742595;53164;2.36;11.58;82
_204_ 10.04.2016 13_37_41.gps;53201;53.36085167;108.7426517;53201;2.75;11.63;79
_204_ 10.04.2016 13_37_41.gps;53241;53.36093667;108.742725;53241;2.66;11.69;81
_204_ 10.04.2016 13_37_41.gps;53333;53.361025;108.74279;53333;2.33;11.38;81
_204_ 10.04.2016 13_37_41.gps;53376;53.36111333;108.7428567;53376;2.66;11.5;79
_204_ 10.04.2016 13_37_41.gps;53419;53.361205;108.7429267;53419;2.83;11.58;78
_204_ 10.04.2016 13_37_41.gps;53464;53.36129667;108.743;53464;2.8;11.8;81
_204_ 10.04.2016 13_37_41.gps;53513;53.36139167;108.7430833;53513;2.83;11.8;80
_204_ 10.04.2016 13_37_41.gps;53602;53.36148;108.74318;53602;2.5;11.02;76
_204_ 10.04.2016 13_37_41.gps;53644;53.36157;108.7432667;53644;2.86;11.44;77
_204_ 10.04.2016 13_37_41.gps;53687;53.36166167;108.7433533;53687;2.83;11.88;81
_204_ 10.04.2016 13_37_41.gps;53731;53.36176167;108.7434283;53731;2.38;11.8;84
_204_ 10.04.2016 13_37_41.gps;53776;53.36185667;108.7435133;53776;2.88;11.47;77
_204_ 10.04.2016 13_37_41.gps;53866;53.361955;108.7436033;53866;2.61;11.97;84
_204_ 10.04.2016 13_37_41.gps;53908;53.36205667;108.743695;53908;2.36;11.55;82
_204_ 10.04.2016 13_37_41.gps;53954;53.36215667;108.743795;53954;2.97;11.3;74
_204_ 10.04.2016 13_37_41.gps;53997;53.36225667;108.7438917;53997;2.86;11.55;78
_204_ 10.04.2016 13_37_41.gps;54040;53.36235667;108.7439867;54040;2.83;11.91;81
_204_ 10.04.2016 13_37_41.gps;54130;53.36245833;108.7440833;54130;2.83;11.94;81
_204_ 10.04.2016 13_37_41.gps;54175;53.36256;108.74418;54175;2.83;11.86;81
_204_ 10.04.2016 13_37_41.gps;54218;53.36266333;108.7442783;54218;2.38;11.72;84
_204_ 10.04.2016 13_37_41.gps;54260;53.362765;108.7443817;54260;2.86;11.75;80
_204_ 10.04.2016 13_37_41.gps;54303;53.36286833;108.74449;54303;2.38;11.88;85
_204_ 10.04.2016 13_37_41.gps;54394;53.36297333;108.744595;54394;2.36;11.63;83
_204_ 10.04.2016 13_37_41.gps;54437;53.36307333;108.7447117;54437;2.36;11.69;83
_204_ 10.04.2016 13_37_41.gps;54481;53.36317333;108.7448317;54481;2.63;12.08;85
_204_ 10.04.2016 13_37_41.gps;54524;53.36326833;108.744965;54524;2.38;11.66;83
_204_ 10.04.2016 13_37_41.gps;54567;53.36336167;108.7450983;54567;2.83;11.88;81
_204_ 10.04.2016 13_37_41.gps;54661;53.36345167;108.7452417;54661;2.88;11.97;81
_204_ 10.04.2016 13_37_41.gps;54705;53.36354333;108.7453817;54705;2.97;11.75;79
_204_ 10.04.2016 13_37_41.gps;54747;53.36363167;108.7455183;54747;2.88;12.13;83
_204_ 10.04.2016 13_37_41.gps;54789;53.36371667;108.7456683;54789;2.58;11.88;83
_204_ 10.04.2016 13_37_41.gps;54832;53.36380333;108.7458117;54832;2.86;11.94;81
_204_ 10.04.2016 13_37_41.gps;54924;53.36388833;108.7459533;54924;2.83;12.19;84
_204_ 10.04.2016 13_37_41.gps;54967;53.363975;108.746095;54967;2.86;12.36;85
_204_ 10.04.2016 13_37_41.gps;55010;53.36406167;108.7462417;55010;2.72;12.19;85
_204_ 10.04.2016 13_37_41.gps;55054;53.364145;108.746395;55054;2.8;11.75;80
_204_ 10.04.2016 13_37_41.gps;55103;53.36423;108.7465517;55103;2.55;11.94;84
_204_ 10.04.2016 13_37_41.gps;55191;53.36431333;108.746715;55191;2.86;12.11;83
_204_ 10.04.2016 13_37_41.gps;55235;53.36439667;108.74688;55235;2.91;12.13;82
_204_ 10.04.2016 13_37_41.gps;55279;53.36448167;108.7470417;55279;2.83;12;82
_204_ 10.04.2016 13_37_41.gps;55322;53.36456167;108.747205;55322;2.88;12.27;84
_204_ 10.04.2016 13_37_41.gps;55371;53.36464333;108.74737;55371;2.38;11.66;83
_204_ 10.04.2016 13_37_41.gps;55459;53.36472333;108.7475367;55459;2.86;12.19;83
_204_ 10.04.2016 13_37_41.gps;55500;53.36480167;108.7477017;55500;2.86;11.75;80
_204_ 10.04.2016 13_37_41.gps;55544;53.36488167;108.74786;55544;3;11.77;78
_204_ 10.04.2016 13_37_41.gps;55588;53.36496167;108.7480233;55588;2.63;12.11;85
_204_ 10.04.2016 13_37_41.gps;55632;53.36504167;108.7481883;55632;2.86;12.08;82
_204_ 10.04.2016 13_37_41.gps;55721;53.365125;108.7483483;55721;2.88;12;82
_204_ 10.04.2016 13_37_41.gps;55765;53.36520667;108.7485233;55765;2.38;11.88;85
_204_ 10.04.2016 13_37_41.gps;55808;53.36529333;108.748685;55808;2.86;11.8;80
_204_ 10.04.2016 13_37_41.gps;55849;53.36538167;108.7488417;55849;2.83;12.05;82
_204_ 10.04.2016 13_37_41.gps;55898;53.36547;108.748995;55898;2.91;11.97;81
_204_ 10.04.2016 13_37_41.gps;55986;53.36556167;108.749145;55986;2.91;11.94;81
_204_ 10.04.2016 13_37_41.gps;56030;53.365655;108.7492883;56030;2.88;12.19;83
_204_ 10.04.2016 13_37_41.gps;56073;53.36575167;108.7494183;56073;2.88;12.19;83
_204_ 10.04.2016 13_37_41.gps;56115;53.36585;108.7495433;56115;2.91;12.02;81
_204_ 10.04.2016 13_37_41.gps;56158;53.36595;108.74967;56158;2.88;12.02;82
_204_ 10.04.2016 13_37_41.gps;56248;53.36605333;108.7497833;56248;2.97;12;81
_204_ 10.04.2016 13_37_41.gps;56294;53.366155;108.749895;56294;2.88;11.8;80
_204_ 10.04.2016 13_37_41.gps;56336;53.36625833;108.750005;56336;2.94;11.88;80
_204_ 10.04.2016 13_37_41.gps;56380;53.36636167;108.750105;56380;2.97;12.47;85
_204_ 10.04.2016 13_37_41.gps;56430;53.36646833;108.750205;56430;2.86;12.05;82
_204_ 10.04.2016 13_37_41.gps;56523;53.36657333;108.7502967;56523;2.88;11.94;81
_204_ 10.04.2016 13_37_41.gps;56566;53.36667833;108.750395;56566;2.86;12.08;82
_204_ 10.04.2016 13_37_41.gps;56608;53.366785;108.7504917;56608;2.86;12;82
_204_ 10.04.2016 13_37_41.gps;56650;53.36689333;108.7505733;56650;2.88;12.08;82
_204_ 10.04.2016 13_37_41.gps;56694;53.36699833;108.7506583;56694;2.47;11.61;82
_204_ 10.04.2016 13_37_41.gps;56782;53.36710667;108.7507333;56782;2.83;12.19;84
_204_ 10.04.2016 13_37_41.gps;56825;53.36721333;108.7508117;56825;2.38;11.75;84
_204_ 10.04.2016 13_37_41.gps;56869;53.367315;108.7508867;56869;2.94;11.94;81
_204_ 10.04.2016 13_37_41.gps;56912;53.36741833;108.7509633;56912;2.8;11.91;81
_204_ 10.04.2016 13_37_41.gps;56963;53.36752667;108.7510383;56963;2.8;12;82
_204_ 10.04.2016 13_37_41.gps;57051;53.36763333;108.751115;57051;2.41;11.8;84
_204_ 10.04.2016 13_37_41.gps;57094;53.36773833;108.751185;57094;2.86;12.05;82
_204_ 10.04.2016 13_37_41.gps;57138;53.36784;108.75126;57138;2.86;12.36;85
_204_ 10.04.2016 13_37_41.gps;57182;53.36794167;108.7513383;57182;2.75;11.97;82
_204_ 10.04.2016 13_37_41.gps;57233;53.36804333;108.751415;57233;2.88;12.11;83
_204_ 10.04.2016 13_37_41.gps;57322;53.368145;108.7514933;57322;2.55;12.25;87
_204_ 10.04.2016 13_37_41.gps;57368;53.36824333;108.7515767;57368;2.33;12.05;87
_204_ 10.04.2016 13_37_41.gps;57410;53.36833833;108.751665;57410;2.97;12.36;84
_204_ 10.04.2016 13_37_41.gps;57454;53.36843167;108.7517567;57454;2.36;11.91;85
_204_ 10.04.2016 13_37_41.gps;57502;53.368525;108.7518533;57502;2.77;11.75;80
_204_ 10.04.2016 13_37_41.gps;57592;53.368615;108.7519517;57592;2.3;11.69;84
_204_ 10.04.2016 13_37_41.gps;57635;53.36870667;108.7520517;57635;2.44;11.97;85
_204_ 10.04.2016 13_37_41.gps;57678;53.3688;108.75215;57678;2.91;11.91;81
_204_ 10.04.2016 13_37_41.gps;57720;53.36889167;108.7522483;57720;2.36;11.8;84
_204_ 10.04.2016 13_37_41.gps;57763;53.36898333;108.752355;57763;2.8;11.94;82
_204_ 10.04.2016 13_37_41.gps;57855;53.36907833;108.7524667;57855;2.86;11.88;81
_204_ 10.04.2016 13_37_41.gps;57896;53.36916667;108.7525583;57896;2.33;11.86;85
_204_ 10.04.2016 13_37_41.gps;57934;53.36925833;108.752655;57934;2.75;11.97;82
_204_ 10.04.2016 13_37_41.gps;57978;53.36935;108.7527533;57978;2.33;11.8;85
_204_ 10.04.2016 13_37_41.gps;58027;53.36944333;108.752855;58027;2.77;11.63;79
_204_ 10.04.2016 13_37_41.gps;58115;53.36953667;108.7529533;58115;2.75;12.25;85
_204_ 10.04.2016 13_37_41.gps;58158;53.36962667;108.7530483;58158;2.8;12.58;88
_204_ 10.04.2016 13_37_41.gps;58199;53.36971667;108.753145;58199;2.38;12.02;86
_204_ 10.04.2016 13_37_41.gps;58243;53.36980833;108.753235;58243;2.88;12.33;85
_204_ 10.04.2016 13_37_41.gps;58286;53.3699;108.75333;58286;2.88;12.38;85
_204_ 10.04.2016 13_37_41.gps;58375;53.36999333;108.7534217;58375;2.63;12.02;84
_204_ 10.04.2016 13_37_41.gps;58418;53.37009167;108.7535083;58418;2.88;11.86;80
_204_ 10.04.2016 13_37_41.gps;58463;53.37019;108.7535933;58463;2.61;10.02;66
_204_ 10.04.2016 13_37_41.gps;58506;53.37028833;108.7536733;58506;2.47;10.27;70
_204_ 10.04.2016 13_37_41.gps;58550;53.370385;108.7537517;58550;2.8;10.91;72
_204_ 10.04.2016 13_37_41.gps;58638;53.370475;108.7538367;58638;2.88;12.38;85
_204_ 10.04.2016 13_37_41.gps;58682;53.37056833;108.75392;58682;2.63;12.19;86
_204_ 10.04.2016 13_37_41.gps;58725;53.37066167;108.7540017;58725;2.83;9.61;61
_204_ 10.04.2016 13_37_41.gps;58768;53.37075667;108.7540767;58768;2.86;10.02;64
_204_ 10.04.2016 13_37_41.gps;58811;53.37085167;108.75415;58811;2.83;12.05;82
_204_ 10.04.2016 13_37_41.gps;58902;53.37094833;108.7542217;58902;2.38;12.13;87
_204_ 10.04.2016 13_37_41.gps;58946;53.371045;108.7542883;58946;2.83;12.44;86
_204_ 10.04.2016 13_37_41.gps;58989;53.37114;108.7543533;58989;2.58;12.38;88
_204_ 10.04.2016 13_37_41.gps;59031;53.37124;108.7544133;59031;2.3;12.19;89
_204_ 10.04.2016 13_37_41.gps;59073;53.37134333;108.754465;59073;2.47;12.25;88
_204_ 10.04.2016 13_37_41.gps;59166;53.37144667;108.7545133;59166;2.8;12.27;85
_204_ 10.04.2016 13_37_41.gps;59208;53.371545;108.754565;59208;2.55;12.44;89
_204_ 10.04.2016 13_37_41.gps;59250;53.37164333;108.75462;59250;2.8;12.38;86
_204_ 10.04.2016 13_37_41.gps;59292;53.37174167;108.754675;59292;2.83;12.27;84
_204_ 10.04.2016 13_37_41.gps;59340;53.37183833;108.75473;59340;2.8;12.13;83
_204_ 10.04.2016 13_37_41.gps;59431;53.37193333;108.7547783;59431;2.36;12.16;88
_204_ 10.04.2016 13_37_41.gps;59474;53.37203333;108.7548217;59474;2.38;10.58;73
_204_ 10.04.2016 13_37_41.gps;59515;53.372135;108.7548617;59515;3;12.44;84
_204_ 10.04.2016 13_37_41.gps;59559;53.372235;108.7549017;59559;2.8;12.05;83
_204_ 10.04.2016 13_37_41.gps;59607;53.37233833;108.75494;59607;2.8;12.05;83
_204_ 10.04.2016 13_37_41.gps;59695;53.37244;108.7549783;59695;2.8;11.91;81
_204_ 10.04.2016 13_37_41.gps;59739;53.37253833;108.7550117;59739;2.83;12.08;83
_204_ 10.04.2016 13_37_41.gps;59782;53.37264167;108.7550333;59782;2.33;11.97;86
_204_ 10.04.2016 13_37_41.gps;59825;53.372745;108.75506;59825;2.86;12.13;83
